spectral_centroid,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,label
1803.800200335076,-31.09172,35.630844,-9.159258,5.461261,-0.5295262,0.99845624,-1.059457,0.035480272,-0.23744911,0.10125266,classical
1285.3702594238277,-82.76234,42.92109,-7.5608616,8.426496,-0.08274306,-0.5421642,-1.0355572,0.6161932,0.5953347,-0.65082794,classical
1396.7128037657276,-77.78606,43.12643,-6.757921,6.584573,-0.96313137,0.9011753,-1.8635622,0.67878586,1.3018297,1.5996411,classical
1279.5154519537928,-70.546844,46.56685,-8.350519,7.966886,-0.6155483,0.5118853,-2.0836291,-1.0876015,-0.6905244,-0.2813744,classical
790.5070052979643,-109.36664,61.729572,-3.6817176,4.284824,-0.7307983,-1.1615292,-1.1963053,0.27088663,-0.117787726,0.10567227,classical
950.1801498031009,-88.03026,56.059284,-8.155726,6.0344124,-0.13035479,0.9051708,-2.0097651,-2.2949653,-0.9312068,0.6711638,classical
1361.006486221469,-63.174015,42.308983,-9.646707,0.013597198,-3.7086928,4.2708163,0.54827714,0.70702124,-0.53555053,-0.33903125,classical
1514.0972710756876,-18.312069,42.749706,-7.9523067,5.234166,0.5685698,1.5285606,-1.1963278,-1.1906722,0.032056928,-0.3402435,classical
1525.7917091607942,-54.27447,43.682304,-11.259241,5.0822554,-2.5129735,1.4150631,-0.68949944,0.0108074825,-1.4797878,-0.22890802,classical
1505.3574604811186,-53.09558,39.038876,-11.155632,0.9583713,-2.1417844,3.0827024,0.0053207623,0.19391577,-0.5361431,-0.38530284,classical
1474.7414794976396,-72.07299,42.015663,-6.0350466,4.941313,1.41783,1.4730365,-0.36949363,1.0812995,0.3062663,0.8571556,classical
1340.8675515904304,-50.092373,45.259094,-9.507109,7.6551776,-1.0382727,1.1168959,-0.71259665,-1.036104,-1.0383868,-0.6941384,classical
1800.8758120131474,-86.38344,29.62383,-11.178026,9.341884,-1.282223,-1.6497041,-2.0545082,0.11299515,0.075459324,0.71005887,classical
1397.3892884939066,-55.03268,44.657135,-9.485482,7.138217,-2.1861255,-0.03223482,-1.4285052,-0.34470114,-0.0863613,-0.39868194,classical
1279.4808753417974,-59.527275,45.37385,-9.981301,8.521047,0.46013013,2.490339,-1.1430986,-0.2791561,-0.16422205,0.29906315,classical
1063.396723083687,-49.68751,56.438232,2.6784327,0.13502072,1.7611599,-0.4532633,-1.0536612,-0.27908793,-1.1295264,-0.2574437,classical
983.9717194937225,-93.07595,45.675137,-2.0612667,9.089555,1.7659053,0.75772184,0.22405395,0.79572415,1.6239524,1.1454644,classical
2224.8938399288413,-14.8577585,30.010696,-6.8536897,3.668532,0.15379867,1.9176497,-0.27160546,-0.46966803,-1.1220605,-0.36779127,classical
1490.2748102133896,-46.73121,38.78124,-8.601317,1.904323,-2.0637028,3.9258602,0.4344893,0.011483525,-0.67613894,-0.40755698,classical
1322.7344268727697,-57.035152,46.61124,-10.484597,4.5027742,0.83696026,2.629079,-0.20600602,-0.37266585,-0.51398504,0.2860762,classical
792.9088884169765,-125.15313,54.103573,2.5855877,6.764655,-0.35055503,1.7528251,-0.4513455,1.6674055,1.1066916,0.8367002,classical
1356.2906973182814,-65.09542,45.71527,-7.8863215,6.0395837,-1.8164712,1.3480599,-1.394597,-0.5018931,-1.2296522,0.43437743,classical
1751.5809593775805,-80.15799,38.140823,-7.89345,1.9592295,-0.71421736,0.40811145,0.76467353,2.2792337,-0.6383967,-0.5746694,classical
1878.4940039517187,-10.59878,32.14477,-7.3201756,4.132282,-0.32506767,1.6909151,-0.8834809,0.6519425,-0.46010122,-0.19683486,classical
1633.582298996637,-90.45301,32.024303,-8.524122,4.6409674,-0.023409035,2.1748674,-1.6195511,-1.7467089,0.037189245,1.9393057,classical
1371.3948853640532,-60.31614,44.26015,-8.541438,5.939285,-1.8107567,-0.030645974,-1.2307639,0.30976295,0.47837707,-0.40866497,classical
1559.9200748058706,-42.87997,43.010532,-12.975236,4.1056914,-1.7100157,2.1715593,-0.37662283,-1.4234734,-0.61116546,-0.005716004,classical
1681.2723869009876,-5.782932,37.9083,-11.188848,8.305609,0.2098967,-0.8230068,1.2171732,-0.24899869,-1.4973513,-0.18492343,classical
2411.5244663469507,-39.986122,25.592916,-4.2782884,3.6200795,0.57066494,2.017528,1.0600941,1.0779182,0.09358495,-0.2946588,classical
2192.5069045226314,-38.76543,23.849083,-12.273262,6.0230856,-1.4895085,1.0266151,1.150986,2.7221375,1.2274836,0.5146932,classical
1185.144479134992,-112.880714,42.679005,-4.468312,6.6849236,-1.540446,0.49360147,0.5640751,1.0625947,0.9009901,-0.0032906116,classical
1176.9449938974453,-28.136454,49.984116,-6.025543,3.08258,-0.703061,0.2147307,-0.627965,-0.2293123,-0.121190704,0.260105,classical
1253.0323992049648,-42.61219,46.279934,-8.387644,5.3300705,-1.8796538,1.2250919,-0.100179605,0.181094,-1.0334936,-0.3333269,classical
1304.1427959179266,-68.91943,47.301353,-9.506533,6.861558,-1.1033258,1.6530788,-1.0691633,-0.74203515,-1.2443609,0.14199951,classical
1623.758025306243,-34.721928,37.623653,-14.992757,0.10831026,1.6233493,4.2872047,0.35970613,-0.5103639,-1.5260552,0.8567095,classical
1184.2726167313842,-46.156635,47.966145,-8.24324,5.391007,-0.76704055,1.0837975,0.1654378,-0.022883853,-1.3728019,-0.93557966,classical
1174.3248424595008,-102.19625,49.62431,-8.214986,4.723202,0.22481604,0.71421516,0.43988335,0.15378998,-0.96369225,-0.02991433,classical
1952.6079332127808,-56.205482,28.498909,-9.02052,6.981143,-1.2055008,0.78615206,-0.50044024,1.5860581,1.333163,1.9776225,classical
1702.24789858299,-11.795674,37.540787,-12.791803,7.8208566,1.5898132,-3.9427402,-1.2803719,1.0463628,-2.2202227,-1.2812091,classical
1355.7633127675824,-71.52963,44.355755,-8.326997,6.8630033,-1.4037995,0.27610174,-0.5042601,-0.5061936,-0.06907951,0.1705365,classical
1933.75034806624,-36.93916,30.303171,-11.184768,7.5405655,-0.99629664,-0.05578415,-1.4687556,0.6525433,0.29020897,0.8492408,classical
1372.6940993686428,-60.916668,39.437305,-5.9209356,8.251907,-0.6118316,0.6705118,-1.3201493,-0.03697842,-0.3526942,-0.40191975,classical
1551.3608602773115,-37.07257,39.852657,-10.959687,7.2587824,-0.82718855,1.602311,-1.0962065,-0.1879519,-0.6033796,0.10357811,classical
1002.6849591662105,-87.87177,56.61757,-9.717191,6.56871,-0.2018275,0.70207393,-1.5817306,-0.34817585,-0.98665386,0.3502044,classical
715.8536806386671,-142.25229,62.092976,1.843801,7.4646106,-0.975866,0.5396124,-1.6633617,-0.6709684,-1.4565098,-0.7402429,classical
877.3225402717013,-93.81987,58.938133,-6.3552957,6.9947915,0.57585615,0.37141192,-1.3339611,-0.4167423,-1.6637083,0.4750942,classical
1358.9954445281364,-61.932823,40.357582,-6.9937644,7.40282,-1.701341,1.913486,-0.7144787,0.56106836,0.028298669,0.41592637,classical
812.1207958821843,-119.15456,59.60361,-1.1013999,5.087848,0.17829208,-1.7465575,-1.7526491,-1.2142725,-0.8982,-0.45339972,classical
1243.6691621009502,-71.50336,45.61191,-6.802539,9.642785,-0.46292287,0.34372476,-0.86420554,0.9493373,0.8907424,1.0172471,classical
1423.5649269846951,-90.61688,35.934067,-6.2592645,7.538321,0.21239863,1.1821663,-0.49905965,1.1744164,0.3984203,1.0565218,classical
1526.628931824985,-62.607697,38.137108,-14.698811,5.152842,-3.9543538,5.981848,-0.44337496,-0.2159413,-1.483564,0.18148036,classical
1118.4502461216537,-123.23521,50.310677,10.965448,2.3117402,0.12128892,-0.17919469,-0.8716047,-1.272303,-1.1049594,-0.251484,classical
1171.477078803794,-91.26643,49.190445,-8.726111,9.410413,-1.5522281,-0.6052054,-0.977388,-0.96016663,-0.45225844,-1.0797203,classical
1358.6023759424515,-67.37322,45.542873,-9.428375,1.6691167,-2.4878318,0.2567533,-1.4430115,-0.3035065,-1.1428359,-0.27840102,classical
1559.3040287467168,-60.504593,38.802082,-9.735588,5.955847,-1.4144098,0.1236897,-0.8648295,-0.0052272035,-0.87532175,-0.6167483,classical
1180.5324896152026,-77.6999,48.329437,-7.937539,6.7793574,-0.7643992,0.87957627,-1.6681714,-1.8591564,-1.0597212,-0.86811763,classical
1349.5622465655813,-64.65271,47.05443,-11.852833,4.475843,-2.1200633,1.4257234,-0.27559894,-0.575459,0.0061918464,-0.54751897,classical
1527.645526264714,-55.413094,36.24526,1.7552283,6.8732743,2.521717,3.4854808,0.8576208,0.2790149,0.23928885,0.037007026,classical
795.5192461669651,-101.22926,61.146927,5.660709,2.4193308,1.4031078,-0.48761383,-1.9519424,-2.4813685,-2.0302694,-1.6740751,classical
2172.3382154638084,-54.74496,25.585556,-11.847506,5.935134,-3.4058769,-0.7883642,-2.367741,-1.1638035,0.13955617,1.2083124,classical
1282.3275301478,-96.61161,45.160744,-1.6552162,8.290843,0.17454147,3.2426372,-1.3370436,0.13288413,-0.06540335,0.60775,classical
1807.9280823768647,-47.184982,27.759245,-18.483248,15.526664,7.1944385,3.181819,-6.1109776,-4.101125,4.3720093,1.2232028,classical
1494.4657470360255,-54.805424,37.903484,-6.50535,4.2100296,1.0611697,0.2472791,-1.0544181,-0.5053122,-2.4095457,-0.38149875,classical
1388.1392656380106,-70.742935,43.311028,-10.128947,6.28912,-1.2621524,0.6193604,-2.0092936,-1.067164,-0.66926,-0.09315145,classical
1214.3502552431958,-87.89855,48.69323,-7.5016284,5.710993,1.0384078,0.69043887,0.7881306,0.6355365,0.505878,0.17610994,classical
829.0091477951953,-101.85273,60.563267,5.9444056,0.457624,0.11732911,0.8951079,-0.25894767,-0.36860746,-1.1155373,-1.7637625,classical
1278.5184062359633,-68.22824,48.30558,-11.676452,3.0651646,-1.4464682,1.0950037,-0.7474437,-0.47983342,-0.40606695,0.284485,classical
1128.3811387274063,-107.95037,45.639923,-4.7939973,7.912475,-0.026087714,1.3836164,0.39789125,0.47235745,0.9650449,-0.50640005,classical
1516.848913603582,-60.453766,38.784542,-6.896997,7.5351396,-1.3315737,-0.49910927,-2.178945,0.089228444,0.07895095,-0.24954087,classical
822.6139611536199,-94.976006,52.031128,-0.48545083,8.102875,1.371578,1.7804594,-0.4580197,1.7561268,1.3350372,0.9764765,classical
2423.3323353649416,-46.487057,17.27273,-19.188301,-0.17971393,-4.8365746,-2.4137123,-1.8955144,3.0837524,2.5871787,2.718267,classical
973.5355866616919,-147.76204,45.650143,2.595463,9.746961,1.5938014,1.5943803,-0.2497003,-0.87636477,-0.09688038,-0.05977969,classical
690.5300405312647,-116.823326,59.69137,13.220942,2.7182398,2.1781437,0.052194748,-1.1627641,-1.3724086,-1.649283,-1.5493109,classical
1211.4313268289068,-60.305626,46.995144,-8.678422,5.2223177,-0.5193701,1.2371622,-0.31782606,-0.6904671,-1.1670895,-0.5054807,classical
1371.4447396060214,-96.39624,41.413357,-9.127952,3.4636874,-3.252067,-0.689706,-1.2716379,-0.12754162,0.11134179,0.82050186,classical
1054.7328868522359,-115.455925,47.120552,-0.16652344,6.796284,-0.3130487,0.67925215,0.47553572,2.1671908,1.1324286,0.70209944,classical
1415.41298958729,-51.455463,45.39114,-11.3793,6.8451724,-2.766359,1.2196524,-1.1790696,-0.9747009,-0.6649861,0.7386038,classical
1525.0760420116653,-83.495224,32.462135,-3.7574844,4.9088006,-2.4953446,1.9739915,-0.38016108,0.58558,-0.3463875,0.3089091,classical
1326.2905913173308,-22.264246,49.3281,-15.983087,2.9922533,-0.8069818,0.4498653,-1.1675805,-1.1215365,-0.52146554,0.7915386,classical
1497.5036380467266,-66.72243,39.367702,-8.810006,5.2164073,-2.6798358,1.2368891,-1.7359476,-1.0307485,-0.9616014,-0.26202604,classical
853.0763810402683,-77.2754,63.369404,-8.174452,5.892147,-0.32156822,0.832656,-1.4766481,-0.14392687,-0.9890892,-0.37382317,classical
1016.2036312413069,-76.5683,49.838844,-5.970152,9.74069,1.6274924,1.7690381,-0.76021296,0.5015877,1.1059414,0.6148562,classical
1157.8655406408493,-90.29171,49.51556,-8.570057,5.250816,-0.55483574,-0.65060246,-2.3009632,-0.8322597,-0.3448361,0.46935445,classical
1216.3713864035042,-79.488144,40.32642,-1.294601,10.09405,-2.3888202,0.7435585,0.08618439,0.13010821,0.42328697,-0.0056350604,classical
1360.1636476762342,-64.48063,44.782803,-8.362095,7.309556,-1.7308252,0.44771916,-0.82407373,-0.21204284,-0.02988059,-0.22093695,classical
1137.8827996451196,-70.38409,51.221836,-12.079886,1.377574,-0.42583838,2.8898158,1.1744506,-1.5496818,-0.07584439,0.8154766,classical
1314.399292126819,-44.427658,45.92428,-10.11603,4.3297763,-0.81471765,2.5766613,-0.5508687,-0.69585866,-0.933295,-0.1461016,classical
1431.0801468671514,-56.470745,40.66594,-7.3045955,8.375921,-1.1236788,0.3817332,-1.122835,0.12747729,-0.07856183,-0.11997442,classical
1705.7912691531124,-44.030643,34.992844,-12.050173,3.4805064,-2.1730208,2.585515,-0.5572046,0.5143938,0.8734053,0.3795415,classical
1079.7888693521588,-111.79139,56.624214,-3.7430787,3.2131248,0.7981903,2.1239903,0.33936733,-1.2465239,-1.6491253,0.29789123,classical
1369.5923998136116,-60.626945,40.813946,-7.691256,10.708317,-0.27119568,1.632138,-0.05850307,0.61176556,1.4274564,1.0802549,classical
1170.256219376788,-110.97213,45.01651,-4.4936104,10.666864,0.37271628,1.4049847,-1.1239715,-0.9049287,-0.095029175,-0.7117302,classical
1211.8707246042645,-64.342255,51.904922,-10.778886,5.426665,-2.6326816,0.22494443,-1.512155,-1.9035556,-1.3272177,-0.7779763,classical
901.7378802312896,-83.26069,54.174366,-2.728192,4.5898542,-0.9691458,0.4378706,-1.0425773,-0.41518968,0.8191527,0.9720224,classical
1462.3835644748758,-18.544434,41.961575,-12.152112,5.0986986,-1.1257977,2.7198837,-0.16211395,-0.1579765,-0.8537759,-0.038744014,classical
1181.884073002171,-83.19823,48.764297,-9.237573,6.011757,-0.1293461,2.232041,-1.2532524,-2.0274918,-1.2367558,-1.484567,classical
1329.4563630678226,-83.3777,44.04137,-9.356774,7.87555,0.26373586,1.0836285,-1.0077114,0.9710336,0.22215293,0.17166016,classical
1117.675441354472,-106.54609,51.710026,7.5053377,3.7219026,0.18557255,0.7115359,-1.0199547,-0.78018004,-0.80665517,-0.65487134,classical
1218.1514494719818,-63.67143,47.225697,-8.885279,6.246512,-0.716464,0.47598362,-1.2366939,-0.19296047,0.3959717,0.1312687,classical
1533.6492784629645,-56.3616,39.530487,-11.069492,8.896639,-0.71384585,1.2740713,-1.8423294,0.03425928,1.0285292,1.1513294,classical
3029.524006692204,-20.447258,19.668907,-2.5356498,7.4980636,-0.33185714,1.1220069,2.0066223,1.3245606,0.64107615,0.70616066,jazz
1885.6190151488076,-46.57888,29.49119,3.1677177,6.3505907,2.0630646,2.2955403,0.14777851,2.7039196,0.16172391,0.8009429,jazz
1266.4884313587363,-83.98717,43.44995,-2.2961023,5.3504887,0.9949725,2.9167821,0.5338649,0.40926892,-0.5946224,0.0018084202,jazz
2011.3793005237949,-23.856365,34.204685,-7.2276244,4.0949802,-1.3253485,0.46733746,1.2269899,0.755752,1.2675456,0.97457296,jazz
2486.0099199626684,-7.2390695,23.617094,2.245252,5.825638,2.1476412,2.320765,3.770125,2.662589,-0.132962,-0.5978134,jazz
1725.6171874007612,-29.997692,37.242455,-3.3162065,6.2376637,0.083670326,1.0133944,0.98814416,0.73801297,0.7330216,0.7635638,jazz
1687.9309171434147,-64.54539,34.345543,-4.08609,11.49152,-1.6521236,2.0397189,0.95068437,-2.429786,-2.1733935,-1.1056216,jazz
1752.7248668089467,-47.860046,32.084606,-3.3909793,6.4751835,-0.7411722,0.96750355,-0.08045746,0.6508554,-1.3115124,0.23108315,jazz
749.4465657215494,-66.483185,56.79022,7.556763,0.7386356,-1.0861537,2.1950805,2.130592,2.1550012,1.0555041,1.0824258,jazz
1988.7524361987316,-28.20611,31.197306,-2.5540154,3.8907518,-2.5811305,0.21352915,-2.7305055,-1.3021011,-3.0603282,-0.65871584,jazz
829.6061468763725,-76.9731,53.351326,-6.4766827,11.2666645,5.4743266,3.840937,1.6976397,1.6914806,-1.4437393,0.23724757,jazz
1733.7356811346049,-26.082575,38.713253,-5.2520466,4.4527807,0.9694136,2.5210977,0.7054345,0.6018464,-1.6315546,-0.31068477,jazz
1825.7919934436604,-35.695896,32.28789,-1.62724,4.4296927,1.2038311,0.64913,-1.360335,-0.39619133,-1.031884,-0.8683202,jazz
2034.4917204627848,-40.340664,29.173235,-2.8123076,5.154977,-0.14572516,2.4854095,-0.957741,0.9239652,-0.75885814,-0.20504026,jazz
1650.9582872211786,-57.069267,33.35648,0.5284878,5.5598145,1.8644528,1.2950718,-0.2179067,0.93358094,-0.32934532,-0.4151787,jazz
1748.3486883454468,-39.138504,34.093227,-3.7679307,5.43058,-0.012835668,1.4024919,-0.043105006,-0.06901254,-0.79804283,-0.001080707,jazz
1064.7190883164435,-51.129543,55.967304,-13.140739,9.329471,-0.40784094,2.9574435,-1.0799614,1.0866828,1.596029,-0.313286,jazz
2902.237371028965,-6.2873983,24.997774,-1.5246954,4.705231,-0.2522438,-0.95637697,-0.3605887,-0.8144227,-1.6438481,-0.44922358,jazz
1344.6201262512332,-38.9297,42.151455,-1.4301721,10.526839,-4.910928,5.200425,-1.941716,-1.4994295,-0.40902042,0.29964745,jazz
1522.0894311198458,-69.38284,38.76507,3.396835,4.4749417,-1.0098923,2.335666,0.7581256,2.0821362,0.41261134,0.1227942,jazz
1554.348779839451,-30.607191,38.08585,-4.1104484,6.963562,-0.5611273,1.566432,0.53560287,1.0837114,0.49955893,0.8808935,jazz
1934.3602751013964,-52.00651,29.727022,1.6940652,6.0595865,1.2047831,1.4756219,-0.21113418,0.25706798,-0.49079767,0.060391996,jazz
1875.1521594572132,-48.812195,35.781925,5.7741895,8.110738,1.4194151,0.52697706,1.7430612,0.101676926,-1.8192464,-0.98335445,jazz
1769.4282675269487,-56.453094,29.81634,1.4481306,9.660974,-0.6062744,1.265376,2.9712484,0.23230943,-0.91966105,-0.44010162,jazz
1171.3366948620226,-90.75326,39.242718,1.7801007,11.629807,3.8876462,4.720213,-0.24330619,0.715069,-1.0602112,-0.122364394,jazz
1268.2111446452006,-42.450714,44.01849,-2.658576,3.4306796,-2.2425678,3.1610909,-0.42504817,1.824792,0.11205945,0.29557574,jazz
2289.4808402193494,-11.99321,25.079716,4.0230765,9.141237,-0.57423496,2.609585,1.3625746,1.8146209,-0.8668029,0.1053593,jazz
1617.4093844354438,-38.32652,35.58314,-11.880494,12.748988,-4.270366,1.3105462,0.7883141,3.6899757,-2.0285075,-0.94071907,jazz
2481.5395079724226,-5.3550715,26.07604,0.459881,4.3842463,-0.6634584,1.2867053,0.8532868,0.4830974,-0.57220805,0.28444678,jazz
871.7965368873743,-54.582916,54.455555,-5.657744,12.170849,-0.8367776,4.53496,1.3307847,-1.7273347,-0.82899773,-1.1375682,jazz
1378.6753716271073,-49.087173,43.235428,-3.351328,9.289329,0.115989126,0.72012395,-0.41909617,0.33543468,0.64585006,0.16455562,jazz
1317.0269708114588,-31.081505,44.571484,-1.7603313,14.195633,-6.155059,2.0985389,-2.2292337,-0.86232996,-0.18857649,-0.14658438,jazz
2415.076791967096,-24.73456,28.189295,-0.24140978,6.309475,-0.25257465,0.3303195,-0.40067485,0.23136054,-1.3911548,-0.2815461,jazz
3393.080458875416,-26.78526,19.186731,5.780329,5.275428,0.19830686,2.0316937,0.5546359,0.63880676,-0.9330257,-0.33927634,jazz
3026.5185290322397,-54.847393,22.743057,7.6101856,3.7493806,4.082083,2.241347,2.277492,1.4603016,0.42556968,-0.32757732,jazz
1352.8857477220745,-52.58327,41.591278,-3.8600068,3.7339015,-0.49477813,1.9812258,-0.8207977,-0.32170376,-0.7710562,-0.6342734,jazz
1854.1337840481792,-46.16918,32.72994,-1.22737,4.2537484,0.29323685,0.6610517,0.47472748,-0.008945745,-0.9541578,-0.36944014,jazz
2049.705424466469,-25.269758,34.278866,9.887276,8.443811,1.9286822,-0.91560465,-1.9099418,-2.1756475,-1.4992002,1.3564078,jazz
1782.220467473971,-39.84274,32.266132,-2.0965168,4.870826,1.7265629,0.49576005,-0.57639325,-0.2752337,-0.8393032,-0.2894384,jazz
813.4170141933286,-74.82797,60.83156,-1.2487205,0.20482153,2.6957338,0.96407175,-0.9424038,0.8535268,-0.17827123,-0.7189847,jazz
1579.597166735635,-8.750182,38.075226,-8.028102,5.037277,-0.62564355,0.86954653,-0.50719196,0.6941649,-1.6081161,-0.4685578,jazz
1193.6599936500752,-57.71608,42.912872,-1.193591,10.04378,-1.0933572,4.777251,1.2801088,1.2801884,-1.5307779,0.07764308,jazz
1481.5814852961128,-37.11882,40.448166,-11.750532,10.179879,-0.42386368,1.060093,-0.3113584,0.10061896,0.01277127,1.0987769,jazz
1295.2393474800779,-38.427864,43.80654,-6.6115723,13.339476,-3.05461,2.263057,-3.8134508,-1.5275302,-1.3137096,-0.7609827,jazz
2967.826756749952,-9.684106,23.643547,0.18279076,5.728205,0.5152392,-0.8816167,-0.47377706,0.15830451,-0.78616536,-0.831076,jazz
4135.738578404693,-27.683552,11.810074,1.1198016,4.0785646,-0.7655521,1.0419735,-0.8818175,-0.004985535,0.0654193,1.3767197,jazz
971.5184947924217,-46.29267,51.963108,-5.9437566,10.577742,0.32245946,2.97695,0.610753,-0.87180203,-0.81881875,-1.0019574,jazz
2503.5410170407163,-21.34281,27.268177,-1.4848232,9.236709,-0.385371,-2.3286364,-0.273299,-0.3368527,-1.7536451,-0.6184341,jazz
2455.008879715117,3.385644,25.746166,-0.32644227,5.358064,1.545593,1.5931404,0.9106486,0.97153056,0.13290122,0.21528164,jazz
1465.858099684535,-47.888317,39.721382,-4.5278535,4.85327,0.7398266,1.0172606,-1.0803016,0.07571324,-0.98428774,-0.87421215,jazz
2215.267218635689,-65.507,30.641731,9.182171,8.343193,0.78368473,-2.0093105,1.2756869,2.377372,-1.4186852,-2.0134692,jazz
1077.2680007298775,-79.21637,46.38627,2.8688781,7.2374344,1.3801416,1.709527,-0.5468574,0.49962798,-1.4757187,-0.18392466,jazz
1981.9823821841665,-41.328426,29.483185,-1.363164,5.6657004,-0.015264312,0.47373945,0.7083371,1.6812992,-0.17145567,0.5621551,jazz
2152.8430463253017,-46.399185,33.93002,0.58764476,2.1131287,2.8427644,1.0476936,1.0049647,-0.69849294,-0.404566,-0.42133015,jazz
2959.1578862773017,-58.350075,21.244514,4.8450747,8.471197,-0.11714957,-3.1395423,-1.7789304,1.5170157,-0.8304553,-0.6680065,jazz
1039.4057429757265,-47.081894,48.961174,1.3223442,7.7685237,-2.0058346,0.38088173,-1.4047558,0.3344135,0.58313876,1.8278705,jazz
3905.0663421586682,-36.886044,17.332006,4.6247544,3.3768044,2.4424577,1.7653595,1.3793707,0.27793616,-0.20781362,-0.6696068,jazz
1311.1445630270346,-46.588543,42.121384,-7.923426,15.257287,-4.6772647,1.2322514,-4.3207493,1.5443499,-2.0346048,0.9364396,jazz
2634.043115077565,-29.629412,23.64638,-1.4032567,8.578697,0.38390896,1.5108664,1.1022961,0.311684,-0.52358645,0.092410274,jazz
1276.651309911721,-37.44376,45.129612,-4.3580713,3.359366,-1.0020351,3.0423286,1.3557957,0.2616447,-0.39109725,0.36279568,jazz
1804.7976374158895,-19.096098,31.499887,-6.72697,8.325683,-0.63250995,5.0446525,1.9677304,0.9190734,-0.4474016,0.13411744,jazz
1117.2614806332522,-47.98674,50.031788,-6.386654,1.5524663,0.51231825,2.2524426,0.45485774,-0.40469727,0.09119673,-0.084045626,jazz
844.1729949398231,-55.069183,55.108196,-6.240606,12.695965,-1.3162385,4.9588604,0.9830909,-1.4643049,-1.0076344,-1.0472227,jazz
2777.8434123208845,-4.806104,22.772459,-3.564953,6.7784266,1.6302278,-0.7117265,-1.8609055,0.20986001,-0.38333902,0.5782477,jazz
937.3823871861681,-46.69167,52.507286,-6.4466615,11.038516,-0.09339929,3.3407073,0.30826077,-0.6384821,-0.9783829,-0.9198913,jazz
1761.2131331366036,-24.524683,35.13381,-8.112635,4.9138603,-2.0594182,1.1003958,0.7075168,1.1532491,0.9984663,1.1101816,jazz
1492.5309939204085,-68.890526,35.49722,3.4905388,6.3060427,3.2454631,1.6302278,0.35534763,1.418303,-1.2210492,0.19479366,jazz
1337.7771038204241,-46.3039,41.738304,-7.5727096,14.9316,-4.380619,0.9725098,-4.1025143,1.3747234,-1.9189534,0.876995,jazz
